decimal_year,model_2020_ppm,model_2010_ppm,model_2000_ppm,model_1990_ppm,model_1980_ppm,model_1970_ppm,model_1960_ppm
2014.416667,398.581278,396.668133,396.707388,410.035367,397.233658,350.957234,291.961533
2014.500000,398.764680,396.836710,396.877339,410.292540,397.429186,350.988652,291.933385
2014.583333,398.948231,397.005368,397.047379,410.550221,397.624972,351.020000,291.905283
2014.666667,399.131931,397.174107,397.217510,410.808413,397.821017,351.051278,291.877226
2014.750000,399.315778,397.342927,397.387730,411.067115,398.017320,351.082486,291.849215
2014.833333,399.499774,397.511828,397.558039,411.326328,398.213883,351.113623,291.821251
2014.916667,399.683917,397.680809,397.728436,411.586054,398.410704,351.144691,291.793332
2015.000000,399.868208,397.849869,397.898922,411.846294,398.607784,351.175689,291.765458
2015.083333,400.052645,398.019008,398.069495,412.107049,398.805122,351.206617,291.737631
2015.166667,400.237229,398.188225,398.240155,412.368319,399.002720,351.237476,291.709850
2015.250000,400.421960,398.357521,398.410903,412.630106,399.200578,351.268265,291.682115
2015.333333,400.606836,398.526895,398.581737,412.892411,399.398694,351.298985,291.654425
2015.416667,400.791859,398.696346,398.752657,413.155234,399.597071,351.329635,291.626782
2015.500000,400.977026,398.865874,398.923662,413.418578,399.795706,351.360216,291.599185
2015.583333,401.162339,399.035479,399.094753,413.682442,399.994602,351.390728,291.571634
2015.666667,401.347797,399.205159,399.265929,413.946828,400.193757,351.421170,291.544128
2015.750000,401.533399,399.374915,399.437189,414.211736,400.393172,351.451544,291.516669
2015.833333,401.719146,399.544746,399.608532,414.477169,400.592847,351.481849,291.489256
2015.916667,401.905036,399.714652,399.779960,414.743127,400.792782,351.512085,291.461889
2016.000000,402.091070,399.884632,399.951470,415.009611,400.992977,351.542252,291.434568
2016.083333,402.277247,400.054686,400.123064,415.276621,401.193433,351.572350,291.407293
2016.166667,402.463567,400.224814,400.294739,415.544160,401.394149,351.602380,291.380064
2016.250000,402.650029,400.395014,400.466496,415.812228,401.595126,351.632341,291.352882
2016.333333,402.836634,400.565287,400.638335,416.080826,401.796363,351.662234,291.325745
2016.416667,403.023381,400.735632,400.810255,416.349955,401.997861,351.692059,291.298655
2016.500000,403.210270,400.906048,400.982255,416.619617,402.199619,351.721815,291.271611
2016.583333,403.397300,401.076536,401.154335,416.889812,402.401639,351.751503,291.244613
2016.666667,403.584470,401.247094,401.326495,417.160541,402.603920,351.781123,291.217661
2016.750000,403.771782,401.417723,401.498734,417.431805,402.806461,351.810675,291.190756
2016.833333,403.959234,401.588421,401.671052,417.703607,403.009264,351.840159,291.163896
2016.916667,404.146826,401.759189,401.843449,417.975945,403.212328,351.869576,291.137083
2017.000000,404.334557,401.930025,402.015923,418.248822,403.415654,351.898925,291.110316
2017.083333,404.522428,402.100931,402.188475,418.522239,403.619241,351.928206,291.083596
2017.166667,404.710438,402.271904,402.361104,418.796197,403.823089,351.957419,291.056921
2017.250000,404.898586,402.442944,402.533809,419.070697,404.027200,351.986566,291.030293
2017.333333,405.086873,402.614052,402.706591,419.345739,404.231572,352.015645,291.003711
2017.416667,405.275298,402.785227,402.879449,419.621325,404.436205,352.044656,290.977175
2017.500000,405.463861,402.956467,403.052381,419.897457,404.641101,352.073601,290.950686
2017.583333,405.652561,403.127773,403.225389,420.174134,404.846259,352.102478,290.924243
2017.666667,405.841398,403.299145,403.398471,420.451359,405.051679,352.131289,290.897846
2017.750000,406.030371,403.470581,403.571627,420.729132,405.257361,352.160032,290.871495
2017.833333,406.219481,403.642082,403.744857,421.007454,405.463305,352.188709,290.845191
2017.916667,406.408727,403.813647,403.918160,421.286327,405.669511,352.217319,290.818933
2018.000000,406.598108,403.985275,404.091535,421.565751,405.875981,352.245863,290.792721
2018.083333,406.787625,404.156966,404.264983,421.845728,406.082712,352.274340,290.766556
2018.166667,406.977276,404.328720,404.438503,422.126259,406.289706,352.302750,290.740436
2018.250000,407.167062,404.500536,404.612093,422.407344,406.496963,352.331095,290.714363
2018.333333,407.356983,404.672413,404.785755,422.688985,406.704483,352.359373,290.688337
2018.416667,407.547037,404.844351,404.959487,422.971184,406.912265,352.387585,290.662357
2018.500000,407.737225,405.016350,405.133289,423.253940,407.120311,352.415731,290.636423
2018.583333,407.927546,405.188410,405.307161,423.537256,407.328619,352.443811,290.610535
2018.666667,408.117999,405.360529,405.481102,423.821132,407.537190,352.471825,290.584693
2018.750000,408.308586,405.532707,405.655111,424.105569,407.746025,352.499774,290.558898
2018.833333,408.499304,405.704944,405.829189,424.390569,407.955123,352.527656,290.533149
2018.916667,408.690154,405.877240,406.003334,424.676133,408.164484,352.555474,290.507447
2019.000000,408.881135,406.049593,406.177546,424.962261,408.374108,352.583225,290.481790
2019.083333,409.072248,406.222004,406.351826,425.248955,408.583996,352.610912,290.456180
2019.166667,409.263491,406.394472,406.526171,425.536216,408.794148,352.638533,290.430617
2019.250000,409.454864,406.566996,406.700583,425.824046,409.004563,352.666089,290.405099
2019.333333,409.646367,406.739576,406.875060,426.112444,409.215241,352.693580,290.379628
2019.416667,409.838000,406.912212,407.049602,426.401413,409.426184,352.721006,290.354203
2019.500000,410.029762,407.084902,407.224209,426.690954,409.637390,352.748367,290.328824
2019.583333,410.221653,407.257648,407.398880,426.981067,409.848860,352.775664,290.303492
2019.666667,410.413672,407.430447,407.573614,427.271754,410.060594,352.802895,290.278206
2019.750000,410.605819,407.603300,407.748411,427.563015,410.272592,352.830062,290.252966
2019.833333,410.798095,407.776207,407.923272,427.854853,410.484854,352.857165,290.227772
2019.916667,410.990497,407.949165,408.098194,428.147268,410.697380,352.884203,290.202625
2020.000000,411.183026,408.122177,408.273178,428.440261,410.910170,352.911177,290.177523
2020.083333,411.375682,408.295239,408.448224,428.733834,411.123225,352.938087,290.152468
2020.166667,411.568465,408.468354,408.623330,429.027987,411.336543,352.964932,290.127459
2020.250000,411.761373,408.641519,408.798497,429.322722,411.550127,352.991714,290.102497
2020.333333,411.954406,408.814734,408.973724,429.618040,411.763974,353.018432,290.077580
2020.416667,412.147565,408.987999,409.149010,429.913942,411.978086,353.045085,290.052710
2020.500000,412.340848,409.161313,409.324355,430.210430,412.192463,353.071676,290.027886
2020.583333,412.534256,409.334677,409.499759,430.507503,412.407104,353.098202,290.003108
2020.666667,412.727787,409.508088,409.675221,430.805164,412.622010,353.124665,289.978376
2020.750000,412.921442,409.681548,409.850740,431.103414,412.837180,353.151065,289.953690
2020.833333,413.115221,409.855055,410.026316,431.402254,413.052616,353.177402,289.929051
2020.916667,413.309122,410.028609,410.201950,431.701685,413.268316,353.203675,289.904457
2021.000000,413.503145,410.202209,410.377639,432.001707,413.484280,353.229885,289.879910
2021.083333,413.697291,410.375856,410.553384,432.302324,413.700510,353.256032,289.855408
2021.166667,413.891558,410.549548,410.729184,432.603535,413.917005,353.282116,289.830953
2021.250000,414.085946,410.723285,410.905039,432.905341,414.133765,353.308138,289.806544
2021.333333,414.280455,410.897066,411.080949,433.207744,414.350790,353.334096,289.782181
2021.416667,414.475085,411.070892,411.256912,433.510746,414.568080,353.359992,289.757864
2021.500000,414.669835,411.244761,411.432929,433.814347,414.785635,353.385826,289.733592
2021.583333,414.864704,411.418673,411.608998,434.118548,415.003455,353.411597,289.709367
2021.666667,415.059693,411.592628,411.785120,434.423350,415.221540,353.437306,289.685188
2021.750000,415.254800,411.766624,411.961294,434.728756,415.439891,353.462953,289.661055
2021.833333,415.450026,411.940663,412.137519,435.034766,415.658507,353.488537,289.636968
2021.916667,415.645370,412.114743,412.313795,435.341380,415.877388,353.514060,289.612926
2022.000000,415.840832,412.288863,412.490122,435.648602,416.096535,353.539521,289.588931
2022.083333,416.036411,412.463023,412.666499,435.956430,416.315947,353.564919,289.564981
2022.166667,416.232106,412.637223,412.842925,436.264868,416.535625,353.590257,289.541078
2022.250000,416.427919,412.811463,413.019400,436.573915,416.755568,353.615532,289.517220
2022.333333,416.623847,412.985741,413.195924,436.883574,416.975777,353.640746,289.493408
2022.416667,416.819891,413.160057,413.372496,437.193845,417.196251,353.665899,289.469642
2022.500000,417.016050,413.334411,413.549116,437.504730,417.416991,353.690991,289.445921
2022.583333,417.212324,413.508802,413.725783,437.816230,417.637997,353.716021,289.422247
2022.666667,417.408712,413.683230,413.902497,438.128346,417.859268,353.740990,289.398618
2022.750000,417.605215,413.857694,414.079256,438.441079,418.080805,353.765898,289.375035
2022.833333,417.801831,414.032193,414.256062,438.754430,418.302608,353.790745,289.351498
2022.916667,417.998560,414.206728,414.432912,439.068401,418.524676,353.815532,289.328006
2023.000000,418.195402,414.381298,414.609808,439.382994,418.747010,353.840258,289.304560
2023.083333,418.392356,414.555902,414.786748,439.698208,418.969610,353.864923,289.281160
2023.166667,418.589422,414.730540,414.963731,440.014046,419.192476,353.889528,289.257805
2023.250000,418.786600,414.905211,415.140758,440.330508,419.415608,353.914072,289.234496
2023.333333,418.983889,415.079915,415.317827,440.647596,419.639005,353.938556,289.211233
2023.416667,419.181289,415.254651,415.494939,440.965312,419.862669,353.962980,289.188015
2023.500000,419.378799,415.429419,415.672093,441.283655,420.086598,353.987344,289.164843
2023.583333,419.576418,415.604218,415.849288,441.602629,420.310794,354.011648,289.141716
2023.666667,419.774147,415.779049,416.026524,441.922233,420.535255,354.035893,289.118634
2023.750000,419.971985,415.953909,416.203800,442.242469,420.759983,354.060077,289.095599
2023.833333,420.169932,416.128799,416.381116,442.563339,420.984976,354.084202,289.072608
2023.916667,420.367987,416.303719,416.558472,442.884843,421.210235,354.108267,289.049663
2024.000000,420.566150,416.478667,416.735867,443.206983,421.435761,354.132273,289.026764
2024.083333,420.764419,416.653643,416.913299,443.529760,421.661552,354.156219,289.003909
2024.166667,420.962796,416.828648,417.090770,443.853175,421.887610,354.180106,288.981100
2024.250000,421.161279,417.003680,417.268279,444.177230,422.113934,354.203934,288.958337
2024.333333,421.359869,417.178738,417.445824,444.501926,422.340523,354.227703,288.935619
2024.416667,421.558563,417.353823,417.623406,444.827264,422.567379,354.251413,288.912946
2024.500000,421.757363,417.528934,417.801023,445.153246,422.794501,354.275065,288.890318
2024.583333,421.956268,417.704070,417.978676,445.479872,423.021889,354.298657,288.867735
2024.666667,422.155277,417.879230,418.156364,445.807145,423.249544,354.322191,288.845198
2024.750000,422.354390,418.054416,418.334087,446.135064,423.477464,354.345667,288.822705
2024.833333,422.553606,418.229625,418.511844,446.463632,423.705650,354.369084,288.800258
2024.916667,422.752925,418.404857,418.689634,446.792850,423.934103,354.392443,288.777856
2025.000000,422.952347,418.580112,418.867457,447.122719,424.162822,354.415743,288.755499
2025.083333,423.151871,418.755389,419.045313,447.453240,424.391807,354.438986,288.733187
2025.166667,423.351496,418.930689,419.223200,447.784415,424.621058,354.462170,288.710920
2025.250000,423.551223,419.106009,419.401120,448.116245,424.850575,354.485297,288.688698
2025.333333,423.751050,419.281351,419.579070,448.448731,425.080358,354.508366,288.666521
2025.416667,423.950978,419.456712,419.757051,448.781875,425.310408,354.531377,288.644389
2025.500000,424.151006,419.632094,419.935061,449.115678,425.540724,354.554330,288.622302
2025.583333,424.351133,419.807494,420.113102,449.450141,425.771305,354.577226,288.600260
2025.666667,424.551359,419.982914,420.291171,449.785265,426.002153,354.600065,288.578262
2025.750000,424.751684,420.158352,420.469269,450.121052,426.233267,354.622847,288.556309
2025.833333,424.952106,420.333808,420.647395,450.457503,426.464647,354.645571,288.534401
2025.916667,425.152627,420.509281,420.825549,450.794620,426.696294,354.668238,288.512538
2026.000000,425.353245,420.684770,421.003730,451.132403,426.928206,354.690849,288.490719
2026.083333,425.553959,420.860276,421.181937,451.470854,427.160384,354.713402,288.468945
2026.166667,425.754770,421.035798,421.360170,451.809975,427.392829,354.735899,288.447216
2026.250000,425.955676,421.211335,421.538429,452.149766,427.625539,354.758339,288.425531
2026.333333,426.156678,421.386887,421.716713,452.490230,427.858516,354.780723,288.403891
2026.416667,426.357775,421.562453,421.895021,452.831367,428.091759,354.803050,288.382295
2026.500000,426.558966,421.738033,422.073354,453.173178,428.325267,354.825321,288.360744
2026.583333,426.760252,421.913626,422.251710,453.515665,428.559042,354.847536,288.339237
2026.666667,426.961631,422.089232,422.430089,453.858830,428.793082,354.869694,288.317775
2026.750000,427.163103,422.264850,422.608491,454.202674,429.027389,354.891797,288.296357
2026.833333,427.364667,422.440480,422.786915,454.547197,429.261961,354.913843,288.274983
2026.916667,427.566324,422.616121,422.965360,454.892402,429.496800,354.935834,288.253654
2027.000000,427.768073,422.791773,423.143827,455.238289,429.731904,354.957770,288.232368
2027.083333,427.969913,422.967435,423.322314,455.584861,429.967274,354.979649,288.211128
2027.166667,428.171843,423.143107,423.500821,455.932118,430.202910,355.001473,288.189931
2027.250000,428.373865,423.318788,423.679348,456.280062,430.438811,355.023242,288.168778
2027.333333,428.575975,423.494478,423.857894,456.628694,430.674979,355.044956,288.147670
2027.416667,428.778176,423.670175,424.036458,456.978015,430.911412,355.066614,288.126606
2027.500000,428.980465,423.845881,424.215040,457.328028,431.148111,355.088217,288.105585
2027.583333,429.182843,424.021594,424.393640,457.678732,431.385076,355.109766,288.084609
2027.666667,429.385309,424.197313,424.572257,458.030130,431.622306,355.131259,288.063677
2027.750000,429.587862,424.373039,424.750891,458.382223,431.859802,355.152698,288.042788
2027.833333,429.790503,424.548770,424.929541,458.735013,432.097563,355.174082,288.021944
2027.916667,429.993230,424.724507,425.108206,459.088500,432.335590,355.195411,288.001143
2028.000000,430.196043,424.900248,425.286886,459.442686,432.573883,355.216687,287.980386
2028.083333,430.398942,425.075993,425.465581,459.797573,432.812441,355.237907,287.959673
2028.166667,430.601926,425.251742,425.644289,460.153161,433.051264,355.259074,287.939004
2028.250000,430.804995,425.427494,425.823012,460.509453,433.290353,355.280186,287.918378
2028.333333,431.008148,425.603248,426.001747,460.866450,433.529707,355.301245,287.897796
2028.416667,431.211384,425.779005,426.180495,461.224152,433.769327,355.322250,287.877258
2028.500000,431.414704,425.954763,426.359255,461.582562,434.009211,355.343200,287.856763
2028.583333,431.618107,426.130523,426.538026,461.941681,434.249361,355.364097,287.836312
2028.666667,431.821592,426.306283,426.716809,462.301510,434.489776,355.384941,287.815904
2028.750000,432.025160,426.482043,426.895602,462.662051,434.730457,355.405731,287.795540
2028.833333,432.228808,426.657803,427.074404,463.023304,434.971402,355.426467,287.775219
2028.916667,432.432537,426.833562,427.253217,463.385273,435.212612,355.447151,287.754941
2029.000000,432.636347,427.009319,427.432038,463.747957,435.454088,355.467781,287.734707
2029.083333,432.840237,427.185074,427.610868,464.111358,435.695828,355.488358,287.714516
2029.166667,433.044206,427.360827,427.789706,464.475478,435.937833,355.508882,287.694368
2029.250000,433.248254,427.536577,427.968551,464.840318,436.180103,355.529353,287.674264
2029.333333,433.452381,427.712324,428.147404,465.205880,436.422637,355.549772,287.654202
2029.416667,433.656585,427.888067,428.326262,465.572164,436.665437,355.570138,287.634184
2029.500000,433.860867,428.063805,428.505127,465.939174,436.908500,355.590451,287.614208
2029.583333,434.065227,428.239538,428.683997,466.306908,437.151829,355.610712,287.594276
2029.666667,434.269662,428.415265,428.862872,466.675371,437.395422,355.630921,287.574387
2029.750000,434.474174,428.590987,429.041752,467.044562,437.639279,355.651077,287.554540
2029.833333,434.678761,428.766702,429.220635,467.414483,437.883401,355.671181,287.534737
2029.916667,434.883424,428.942410,429.399522,467.785135,438.127787,355.691233,287.514976
2030.000000,435.088161,429.118111,429.578412,468.156521,438.372438,355.711233,287.495258
2030.083333,435.292972,429.293804,429.757304,468.528641,438.617353,355.731182,287.475583
2030.166667,435.497856,429.469488,429.936198,468.901497,438.862531,355.751079,287.455951
2030.250000,435.702814,429.645163,430.115094,469.275091,439.107974,355.770924,287.436361
2030.333333,435.907844,429.820828,430.293990,469.649423,439.353681,355.790717,287.416814
2030.416667,436.112947,429.996484,430.472887,470.024496,439.599651,355.810460,287.397309
2030.500000,436.318121,430.172129,430.651784,470.400311,439.845886,355.830150,287.377847
2030.583333,436.523366,430.347762,430.830680,470.776868,440.092384,355.849790,287.358428
2030.666667,436.728682,430.523385,431.009575,471.154171,440.339146,355.869379,287.339050
2030.750000,436.934068,430.698995,431.188469,471.532220,440.586172,355.888917,287.319715
2030.833333,437.139524,430.874593,431.367360,471.911016,440.833461,355.908403,287.300423
2030.916667,437.345049,431.050177,431.546248,472.290562,441.081013,355.927839,287.281173
2031.000000,437.550642,431.225748,431.725134,472.670858,441.328829,355.947225,287.261965
2031.083333,437.756304,431.401305,431.904016,473.051906,441.576908,355.966560,287.242799
2031.166667,437.962033,431.576847,432.082893,473.433708,441.825251,355.985844,287.223675
2031.250000,438.167829,431.752375,432.261766,473.816265,442.073856,356.005078,287.204594
2031.333333,438.373692,431.927886,432.440634,474.199579,442.322725,356.024262,287.185554
2031.416667,438.579621,432.103382,432.619496,474.583650,442.571856,356.043395,287.166557
2031.500000,438.785616,432.278861,432.798352,474.968481,442.821251,356.062479,287.147601
2031.583333,438.991676,432.454322,432.977201,475.354074,443.070908,356.081512,287.128687
2031.666667,439.197800,432.629767,433.156043,475.740429,443.320828,356.100496,287.109816
2031.750000,439.403989,432.805193,433.334878,476.127548,443.571010,356.119430,287.090985
2031.833333,439.610241,432.980600,433.513704,476.515432,443.821455,356.138314,287.072197
2031.916667,439.816556,433.155988,433.692521,476.904084,444.072162,356.157149,287.053451
2032.000000,440.022934,433.331357,433.871330,477.293505,444.323132,356.175935,287.034746
2032.083333,440.229374,433.506705,434.050128,477.683695,444.574364,356.194671,287.016082
2032.166667,440.435876,433.682033,434.228916,478.074657,444.825858,356.213357,286.997460
2032.250000,440.642439,433.857340,434.407694,478.466393,445.077614,356.231995,286.978880
2032.333333,440.849062,434.032625,434.586460,478.858903,445.329631,356.250584,286.960341
2032.416667,441.055745,434.207888,434.765215,479.252190,445.581911,356.269124,286.941844
2032.500000,441.262488,434.383128,434.943957,479.646254,445.834452,356.287615,286.923388
2032.583333,441.469290,434.558346,435.122687,480.041098,446.087255,356.306057,286.904973
2032.666667,441.676150,434.733539,435.301403,480.436722,446.340320,356.324451,286.886599
2032.750000,441.883069,434.908709,435.480106,480.833129,446.593646,356.342796,286.868267
2032.833333,442.090045,435.083853,435.658794,481.230320,446.847233,356.361093,286.849976
2032.916667,442.297078,435.258973,435.837467,481.628296,447.101081,356.379341,286.831725
2033.000000,442.504167,435.434067,436.016126,482.027060,447.355190,356.397542,286.813516
2033.083333,442.711312,435.609135,436.194768,482.426612,447.609561,356.415694,286.795348
2033.166667,442.918513,435.784176,436.373394,482.826955,447.864192,356.433798,286.777221
2033.250000,443.125769,435.959190,436.552004,483.228089,448.119084,356.451854,286.759135
2033.333333,443.333079,436.134176,436.730596,483.630016,448.374236,356.469863,286.741089
2033.416667,443.540443,436.309134,436.909171,484.032739,448.629649,356.487824,286.723084
2033.500000,443.747860,436.484064,437.087727,484.436258,448.885322,356.505737,286.705120
2033.583333,443.955330,436.658964,437.266264,484.840574,449.141256,356.523603,286.687197
2033.666667,444.162853,436.833835,437.444782,485.245691,449.397449,356.541421,286.669314
2033.750000,444.370427,437.008676,437.623280,485.651609,449.653903,356.559192,286.651472
2033.833333,444.578053,437.183486,437.801758,486.058329,449.910617,356.576916,286.633671
2033.916667,444.785729,437.358265,437.980215,486.465854,450.167590,356.594593,286.615910
2034.000000,444.993456,437.533012,438.158651,486.874185,450.424823,356.612223,286.598189
2034.083333,445.201232,437.707728,438.337065,487.283323,450.682315,356.629806,286.580508
2034.166667,445.409057,437.882410,438.515457,487.693271,450.940067,356.647343,286.562868
2034.250000,445.616932,438.057060,438.693826,488.104029,451.198078,356.664832,286.545268
2034.333333,445.824854,438.231676,438.872172,488.515600,451.456348,356.682275,286.527709
2034.416667,446.032824,438.406257,439.050494,488.927985,451.714877,356.699672,286.510189
2034.500000,446.240841,438.580805,439.228791,489.341185,451.973665,356.717022,286.492710
2034.583333,446.448905,438.755317,439.407064,489.755203,452.232712,356.734326,286.475270
2034.666667,446.657015,438.929794,439.585312,490.170039,452.492017,356.751584,286.457871
2034.750000,446.865170,439.104234,439.763533,490.585696,452.751581,356.768796,286.440511
2034.833333,447.073371,439.278638,439.941729,491.002174,453.011403,356.785962,286.423192
2034.916667,447.281616,439.453005,440.119898,491.419477,453.271483,356.803082,286.405912
2035.000000,447.489904,439.627334,440.298039,491.837604,453.531821,356.820156,286.388672
2035.083333,447.698237,439.801626,440.476153,492.256559,453.792417,356.837184,286.371471
2035.166667,447.906612,439.975879,440.654238,492.676342,454.053271,356.854167,286.354311
2035.250000,448.115030,440.150092,440.832294,493.096956,454.314382,356.871105,286.337190
2035.333333,448.323489,440.324267,441.010322,493.518401,454.575751,356.887997,286.320108
2035.416667,448.531990,440.498401,441.188319,493.940680,454.837377,356.904844,286.303066
2035.500000,448.740531,440.672495,441.366286,494.363794,455.099260,356.921646,286.286063
2035.583333,448.949113,440.846548,441.544223,494.787745,455.361400,356.938402,286.269100
2035.666667,449.157735,441.020559,441.722128,495.212534,455.623797,356.955114,286.252176
2035.750000,449.366395,441.194529,441.900002,495.638163,455.886450,356.971781,286.235291
2035.833333,449.575095,441.368456,442.077843,496.064634,456.149360,356.988403,286.218445
2035.916667,449.783832,441.542340,442.255651,496.491949,456.412527,357.004980,286.201639
2036.000000,449.992607,441.716181,442.433426,496.920109,456.675949,357.021513,286.184871
2036.083333,450.201420,441.889978,442.611168,497.349115,456.939628,357.038002,286.168143
2036.166667,450.410268,442.063731,442.788875,497.778970,457.203562,357.054446,286.151453
2036.250000,450.619153,442.237438,442.966548,498.209675,457.467753,357.070845,286.134803
2036.333333,450.828074,442.411101,443.144185,498.641232,457.732198,357.087201,286.118191
2036.416667,451.037029,442.584717,443.321787,499.073642,457.996899,357.103513,286.101619
2036.500000,451.246018,442.758288,443.499352,499.506908,458.261856,357.119780,286.085084
2036.583333,451.455042,442.931811,443.676881,499.941030,458.527067,357.136004,286.068589
2036.666667,451.664099,443.105287,443.854373,500.376011,458.792534,357.152184,286.052132
2036.750000,451.873188,443.278716,444.031827,500.811852,459.058255,357.168320,286.035714
2036.833333,452.082310,443.452096,444.209243,501.248555,459.324230,357.184413,286.019334
2036.916667,452.291464,443.625428,444.386620,501.686122,459.590460,357.200462,286.002993
2037.000000,452.500649,443.798710,444.563958,502.124554,459.856944,357.216468,285.986690
2037.083333,452.709864,443.971943,444.741256,502.563854,460.123682,357.232430,285.970426
2037.166667,452.919110,444.145125,444.918515,503.004022,460.390674,357.248350,285.954199
2037.250000,453.128385,444.318257,445.095732,503.445061,460.657920,357.264226,285.938011
2037.333333,453.337690,444.491338,445.272909,503.886971,460.925419,357.280059,285.921862
2037.416667,453.547022,444.664367,445.450044,504.329756,461.193171,357.295850,285.905750
2037.500000,453.756383,444.837344,445.627137,504.773417,461.461177,357.311597,285.889676
2037.583333,453.965771,445.010269,445.804188,505.217955,461.729435,357.327302,285.873640
2037.666667,454.175187,445.183141,445.981195,505.663372,461.997947,357.342965,285.857643
2037.750000,454.384628,445.355959,446.158159,506.109670,462.266710,357.358585,285.841683
2037.833333,454.594095,445.528723,446.335079,506.556851,462.535726,357.374162,285.825761
2037.916667,454.803588,445.701433,446.511955,507.004916,462.804995,357.389697,285.809876
2038.000000,455.013105,445.874088,446.688785,507.453868,463.074515,357.405190,285.794030
2038.083333,455.222647,446.046688,446.865571,507.903707,463.344287,357.420641,285.778221
2038.166667,455.432212,446.219232,447.042310,508.354436,463.614311,357.436050,285.762449
2038.250000,455.641800,446.391719,447.219003,508.806056,463.884586,357.451416,285.746715
2038.333333,455.851411,446.564150,447.395648,509.258569,464.155112,357.466742,285.731019
2038.416667,456.061044,446.736523,447.572247,509.711978,464.425890,357.482025,285.715360
2038.500000,456.270699,446.908839,447.748798,510.166283,464.696918,357.497267,285.699738
2038.583333,456.480374,447.081097,447.925300,510.621487,464.968197,357.512467,285.684154
2038.666667,456.690070,447.253296,448.101754,511.077590,465.239726,357.527625,285.668607
2038.750000,456.899786,447.425436,448.278158,511.534596,465.511505,357.542743,285.653097
2038.833333,457.109521,447.597516,448.454512,511.992506,465.783534,357.557819,285.637624
2038.916667,457.319275,447.769536,448.630817,512.451321,466.055814,357.572854,285.622188
2039.000000,457.529047,447.941496,448.807070,512.911044,466.328342,357.587848,285.606789
2039.083333,457.738837,448.113395,448.983273,513.371676,466.601121,357.602801,285.591427
2039.166667,457.948644,448.285232,449.159423,513.833219,466.874148,357.617713,285.576102
2039.250000,458.158467,448.457007,449.335522,514.295675,467.147424,357.632584,285.560814
2039.333333,458.368307,448.628720,449.511568,514.759045,467.420949,357.647415,285.545562
2039.416667,458.578162,448.800370,449.687560,515.223332,467.694723,357.662205,285.530347
2039.500000,458.788032,448.971957,449.863500,515.688537,467.968745,357.676954,285.515169
2039.583333,458.997917,449.143481,450.039385,516.154662,468.243015,357.691663,285.500027
2039.666667,459.207816,449.314940,450.215216,516.621709,468.517532,357.706332,285.484922
2039.750000,459.417728,449.486334,450.390991,517.089680,468.792298,357.720961,285.469853
2039.833333,459.627652,449.657663,450.566712,517.558576,469.067311,357.735550,285.454821
2039.916667,459.837589,449.828927,450.742376,518.028399,469.342571,357.750098,285.439825
2040.000000,460.047538,450.000124,450.917984,518.499152,469.618078,357.764607,285.424865
2040.083333,460.257498,450.171255,451.093535,518.970835,469.893832,357.779075,285.409942
2040.166667,460.467469,450.342320,451.269029,519.443452,470.169832,357.793504,285.395054
2040.250000,460.677449,450.513316,451.444464,519.917003,470.446079,357.807894,285.380203
2040.333333,460.887440,450.684245,451.619842,520.391491,470.722572,357.822244,285.365388
2040.416667,461.097439,450.855106,451.795161,520.866917,470.999311,357.836554,285.350608
2040.500000,461.307447,451.025898,451.970421,521.343284,471.276295,357.850825,285.335865
2040.583333,461.517462,451.196621,452.145621,521.820592,471.553525,357.865057,285.321157
2040.666667,461.727485,451.367274,452.320761,522.298845,471.830999,357.879249,285.306486
2040.750000,461.937515,451.537856,452.495840,522.778043,472.108719,357.893403,285.291850
2040.833333,462.147551,451.708369,452.670858,523.258189,472.386684,357.907517,285.277249
2040.916667,462.357593,451.878810,452.845815,523.739285,472.664892,357.921593,285.262684
2041.000000,462.567640,452.049180,453.020710,524.221332,472.943345,357.935630,285.248155
2041.083333,462.777692,452.219478,453.195542,524.704332,473.222042,357.949628,285.233661
2041.166667,462.987748,452.389704,453.370311,525.188288,473.500983,357.963587,285.219203
2041.250000,463.197807,452.559857,453.545017,525.673201,473.780167,357.977508,285.204780
2041.333333,463.407870,452.729937,453.719660,526.159073,474.059594,357.991391,285.190392
2041.416667,463.617935,452.899943,453.894237,526.645906,474.339265,358.005235,285.176039
2041.500000,463.828001,453.069874,454.068751,527.133701,474.619178,358.019041,285.161722
2041.583333,464.038069,453.239732,454.243199,527.622462,474.899333,358.032809,285.147440
2041.666667,464.248138,453.409514,454.417581,528.112189,475.179731,358.046538,285.133193
2041.750000,464.458208,453.579221,454.591897,528.602884,475.460370,358.060230,285.118980
2041.833333,464.668277,453.748852,454.766147,529.094550,475.741252,358.073884,285.104803
2041.916667,464.878345,453.918407,454.940329,529.587188,476.022374,358.087500,285.090661
2042.000000,465.088412,454.087885,455.114444,530.080801,476.303738,358.101078,285.076553
2042.083333,465.298477,454.257286,455.288491,530.575390,476.585343,358.114618,285.062480
2042.166667,465.508539,454.426609,455.462470,531.070957,476.867189,358.128122,285.048442
2042.250000,465.718599,454.595854,455.636380,531.567504,477.149275,358.141587,285.034438
2042.333333,465.928655,454.765021,455.810221,532.065033,477.431601,358.155016,285.020469
2042.416667,466.138707,454.934108,455.983992,532.563546,477.714167,358.168407,285.006535
2042.500000,466.348754,455.103117,456.157693,533.063045,477.996972,358.181760,284.992635
2042.583333,466.558796,455.272045,456.331323,533.563532,478.280017,358.195077,284.978769
